id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,length_max,Tensile strength (Rm)_min,Tensile strength (Rm)_max,tensile_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,yield_mid,Elongation (A%)_min,Elongation (A%)_max,elongation_mid,Reduction of area (Z%)_min,Reduction of area (Z%)_max,reduction_mid,"Hardness (HB, HV, HRC)_min","Hardness (HB, HV, HRC)_max",hardness_mid
307024ad-1a6a-40ac-87eb-72ddfb05e836,S235,,,,,,Sheets,25.0,25.0,1500.0,1500.0,3000.0,3000.0,,24000.0,24000.0,,,,,,,,,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
bb9852a6-a27a-40e6-80ab-22e210e73310,HC420LA,,,,,,Coils,2.5,2.5,,,,,,,,,,,,,,,,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
9e6883b3-44ad-4b98-a1e9-3c084317dba2,S350,,GD,,,,Coils,1.1,1.15,,,,,,,,,,,,,,,,S350,,,EN 10025-2:2019,≤0.23,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,,470-630 MPa,≥350 MPa,≥22%,,,,,,Standard Specifications,Structural steel,Structural Steel,,,,470.0,630.0,550.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
321469ff-ab8c-4690-a8ee-b799fc5836ef,DC04,,ZM060,,,,Slit Coils,0.77,0.87,1250.0,1250.0,,,,20000.0,20000.0,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
82c7706f-2972-4e87-b9f9-f5e6ee3c533b,DC04,,ZF080,,,,Slit Coils,0.77,0.87,1250.0,1250.0,,,,20000.0,20000.0,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
a065713e-1a0f-472f-b7e3-125a8da72465,S420MC,,,,,,Coils,,,,1500.0,,,,50000.0,50000.0,,,,,,,,,S420MC,,,EN 10149-2:2013,≤0.12,≤1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,,480.0,620.0,550.0,420.0,420.0,420.0,19.0,19.0,19.0,,,,,,
502608c0-8c68-4a10-a1f9-fdc833a44b05,,,ZM100,,,,Coils,1.5,1.5,,,,,,25000.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672fc34b-2572-44a1-b4ed-d9bdccdc6909,,,ZM310,,,,Coils,1.5,1.5,,,,,,25000.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4665123-3cf0-4f93-b2fa-6bc1daf06636,CR240LA,,GI50/50,Hot-dip Galvanized (+GI),Without surface treatment (U),Oiled (O),Coils,1.15,1.25,500.0,,,,,,,,,,,,,,,CR240LA,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,340-420 MPa,≥240 MPa,≥29%,,,,,,Standard Specifications,Automotive cold rolled high strength,HSLA Steel,,,,340.0,420.0,380.0,240.0,240.0,240.0,29.0,29.0,29.0,,,,,,
0bafb856-e66e-4e69-a07e-816ffb177634,46SICRMO6,,,As Rolled (+AR),,,Round Bars,37.0,37.0,37.0,37.0,6000.0,6000.0,,5000.0,5000.0,,,,,,,,,46SICRMO6,,,EN 10083-3:2006,0.42-0.50,0.50-0.80,1.20-1.60,≤0.035,≤0.025,0.90-1.20,,0.15-0.30,,,,,,,,,,1200-1400 MPa,≥900 MPa,≥10%,,36-43 HRC,,,,Standard Specifications,Quenched and tempered steel,Alloy Steel,,,,1200.0,1400.0,1300.0,900.0,900.0,900.0,10.0,10.0,10.0,,,,36.0,43.0,39.5
e07c106b-0fd7-4f4c-ab2f-1dbf2077d46a,,,,,,,Slabs,6.0,6.0,1070.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6d02b36-ae39-4c1c-8e16-29beb068ff97,,,,,,,Slabs,8.0,8.0,1070.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471199d0-8474-4614-9e4e-e5dd823554f6,42CRMO4,,,Quenched and Tempered (+QT),,,Round Bars,40.0,40.0,,,,,,12000.0,12000.0,,,,,,,,,42CRMO4,,,EN 10083-3:2006,0.38-0.45,0.60-0.90,≤0.40,≤0.035,≤0.025,0.90-1.20,,0.15-0.30,,,,,,,,,,1100-1300 MPa,≥900 MPa,≥10%,,32-39 HRC,≥35J at -20°C,,,Standard Specifications,Quenched and tempered alloy steel,Alloy Steel,,,,1100.0,1300.0,1200.0,900.0,900.0,900.0,10.0,10.0,10.0,,,,32.0,39.0,35.5
1ec3a7ef-4918-4633-a7a5-561f788ba9b5,C45R,,,As Rolled (+AR),,,Round Bars,110.0,110.0,110.0,110.0,5700.0,5900.0,,7000.0,7000.0,,,,,,,,,C45R,,,EN 10083-2:2006,0.42-0.50,0.50-0.80,≤0.40,≤0.045,≤0.045,,,,,,,,,,,,,630-780 MPa,≥430 MPa,≥16%,,190-230 HB,,,,Standard Specifications,Hot rolled carbon steel,Carbon Steel,,,,630.0,780.0,705.0,430.0,430.0,430.0,16.0,16.0,16.0,,,,190.0,230.0,210.0
8de2e464-fd64-4009-8ca6-96ccb16df8c9,C45R,,,As Rolled (+AR),,,Round Bars,135.0,135.0,135.0,135.0,5700.0,5900.0,,40000.0,40000.0,,,,,,,,,C45R,,,EN 10083-2:2006,0.42-0.50,0.50-0.80,≤0.40,≤0.045,≤0.045,,,,,,,,,,,,,630-780 MPa,≥430 MPa,≥16%,,190-230 HB,,,,Standard Specifications,Hot rolled carbon steel,Carbon Steel,,,,630.0,780.0,705.0,430.0,430.0,430.0,16.0,16.0,16.0,,,,190.0,230.0,210.0
7f9711f8-6328-47ab-b339-aca68e650ff9,C45R,,,As Rolled (+AR),,,Round Bars,190.0,190.0,190.0,190.0,6000.0,6200.0,,48000.0,48000.0,,,,,,,,,C45R,,,EN 10083-2:2006,0.42-0.50,0.50-0.80,≤0.40,≤0.045,≤0.045,,,,,,,,,,,,,630-780 MPa,≥430 MPa,≥16%,,190-230 HB,,,,Standard Specifications,Hot rolled carbon steel,Carbon Steel,,,,630.0,780.0,705.0,430.0,430.0,430.0,16.0,16.0,16.0,,,,190.0,230.0,210.0
56d8f8e0-7e07-42f7-9503-360aed60100a,16MO3,,,,,,Slit Coils,6.0,6.0,750.0,750.0,,,,12000.0,12000.0,,,,,,,,,16MO3,,,EN 10028-2:2017,0.12-0.20,0.40-0.90,0.15-0.50,≤0.010,≤0.025,≤0.30,,0.25-0.35,,,,,,,,,,450-600 MPa,≥275 MPa,≥22%,,,≥27J at 20°C,,,Standard Specifications,Pressure vessel steel,Pressure Vessel Steel,,,,450.0,600.0,525.0,275.0,275.0,275.0,22.0,22.0,22.0,,,,,,
349a1c1b-172f-445a-aefe-97a58c19b08b,CR210,,,,,,Sheets,0.9,0.9,1250.0,1320.0,,,,,,,,,,,300.0,,420.0,CR210,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,340-420 MPa,≥210 MPa,≥32%,,,,,,Standard Specifications,Cold rolled automotive steel,Cold Rolled Steel,,,,340.0,420.0,380.0,210.0,210.0,210.0,32.0,32.0,32.0,,,,,,
b5adad74-af23-4383-8e8c-0adf7024064a,CR240,,,,,,Sheets,0.9,0.9,1250.0,1320.0,,,,,,,,,,,300.0,,420.0,CR240,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,,,,,,340-420 MPa,≥240 MPa,≥29%,,,,,,Standard Specifications,Cold rolled high strength,HSLA Steel,,,,340.0,420.0,380.0,240.0,240.0,240.0,29.0,29.0,29.0,,,,,,
74fcfbc9-2569-46c8-ad3f-a9ea8b9f5a45,16MO3,,,,,,Slit Coils,10.0,10.0,750.0,750.0,,,,20000.0,20000.0,,,,,,,,,16MO3,,,EN 10028-2:2017,0.12-0.20,0.40-0.90,0.15-0.50,≤0.010,≤0.025,≤0.30,,0.25-0.35,,,,,,,,,,450-600 MPa,≥275 MPa,≥22%,,,≥27J at 20°C,,,Standard Specifications,Pressure vessel steel,Pressure Vessel Steel,,,,450.0,600.0,525.0,275.0,275.0,275.0,22.0,22.0,22.0,,,,,,
ab1abeb5-5541-494f-ac7e-4aeb2dfe04f0,16MO3,,,,,,Slit Coils,8.0,8.0,750.0,750.0,,,,16000.0,16000.0,,,,,,,,,16MO3,,,EN 10028-2:2017,0.12-0.20,0.40-0.90,0.15-0.50,≤0.010,≤0.025,≤0.30,,0.25-0.35,,,,,,,,,,450-600 MPa,≥275 MPa,≥22%,,,≥27J at 20°C,,,Standard Specifications,Pressure vessel steel,Pressure Vessel Steel,,,,450.0,600.0,525.0,275.0,275.0,275.0,22.0,22.0,22.0,,,,,,
c322fc6c-240c-4c09-9b88-d4f2c2395244,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,2.0,2.0,1500.0,1500.0,,,,,,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
49e758d3-c9cb-410b-b44b-dac87fa83081,CR210,,,,,,Sheets,0.9,0.9,1500.0,1600.0,,,,,,,,,,,300.0,,420.0,CR210,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,340-420 MPa,≥210 MPa,≥32%,,,,,,Standard Specifications,Cold rolled automotive steel,Cold Rolled Steel,,,,340.0,420.0,380.0,210.0,210.0,210.0,32.0,32.0,32.0,,,,,,
cba20c38-f317-405d-baae-f081d703e02f,CR240,,,,,,Sheets,0.9,0.9,1500.0,1600.0,,,,,,,,,,,300.0,,420.0,CR240,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,,,,,,340-420 MPa,≥240 MPa,≥29%,,,,,,Standard Specifications,Cold rolled high strength,HSLA Steel,,,,340.0,420.0,380.0,240.0,240.0,240.0,29.0,29.0,29.0,,,,,,
71f15ae0-6ee5-45fe-9ba8-e988a4c06204,S350,,,,,,,,,,,,,,48000.0,48000.0,,,,,,,,,S350,,,EN 10025-2:2019,≤0.23,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,,470-630 MPa,≥350 MPa,≥22%,,,,,,Standard Specifications,Structural steel,Structural Steel,,,,470.0,630.0,550.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
1c780fca-582c-44fa-9fcb-3b809f9e62a1,S275JR,,,,,,Sheets,12.0,12.0,1500.0,1500.0,3000.0,3000.0,,25000.0,25000.0,,,,,,,,,S275JR,,,EN 10025-2:2019,≤0.21,≤1.50,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,410-560 MPa,≥275 MPa,≥23%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,,410.0,560.0,485.0,275.0,275.0,275.0,23.0,23.0,23.0,,,,,,
e99d0b15-5893-44e5-b590-a5b74f59c0c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707675ba-b50d-40c7-8cff-c4edeae49d63,DD11,,,1U,,,Plates,4.0,4.0,1500.0,1500.0,3000.0,3000.0,,1000.0,1000.0,,,,,,,,,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,,270.0,410.0,340.0,380.0,380.0,380.0,28.0,28.0,28.0,,,,,,
8fa97a15-d6c4-4aa6-ba4a-8bcbea89a3f8,DD11,,,1U,,,Plates,5.0,5.0,1500.0,1500.0,3000.0,3000.0,,1000.0,1000.0,,,,,,,,,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,,270.0,410.0,340.0,380.0,380.0,380.0,28.0,28.0,28.0,,,,,,
711e818a-ca63-4f13-aff2-e30fb49aa354,S235,,,,,,Plates,6.0,6.0,1500.0,1500.0,3000.0,3000.0,,1000.0,1000.0,,,,,,,,,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
06722b2c-a72c-4859-a1e7-f67582a0b740,DD11,,,,,,Strips,,,,,,,,,,,,,,,,,,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,,270.0,410.0,340.0,380.0,380.0,380.0,28.0,28.0,28.0,,,,,,
3cbfc97b-1004-4096-a198-83f672cb4789,DX51D,,AZ150,Aluzinc (+AZ),,,Coils,1.0,1.0,1404.0,,,,,24000.0,24000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
cfe27274-b552-4190-9a38-9abf52000716,DC04,,ZE20/20,Electro-Galvanized (+ZE),,,Slit Coils,0.77,0.87,1250.0,1250.0,,,,20000.0,20000.0,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
9d129acf-91a6-422f-862f-b0aa92448395,DX51D,,Z140,Hot-dip Galvanized (+Z/+GI),,,Sheets,0.9,0.9,1500.0,1600.0,,,,,,,,,,,300.0,,420.0,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
f74fbc17-4f62-4287-8b17-7354bd135366,HX420LAD,,Z140,Hot-dip Galvanized (+Z/+GI),,,Coils,3.0,3.0,,1520.0,,,,,50000.0,610.0,,,,,,,,HX420LAD,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
ddaf379f-3e20-42b5-a0a9-ad56cc4d6b5a,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Coils,1.5,1.5,1500.0,1500.0,,,,,24000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
f88c20b1-9296-462d-9a5c-0acb9de06d93,DC04,,,Cold Rolled,,Lightly Oiled (L),Coils,1.8,1.8,,1520.0,,,,10000.0,25000.0,610.0,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
a02c7888-ca2a-4958-9ee2-36191ad749d4,DC01,,,,"Minimized spangle, conventional surface (MA)",Oiled (O),Sheets,1.0,1.0,1250.0,1250.0,,,,,,,,,,,,,,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
0447535e-6e0c-4992-a80a-a2b05b2e80fc,DC01,,,,"Minimized spangle, conventional surface (MA)",Oiled (O),Sheets,1.2,1.2,1250.0,1250.0,,,,,,,,,,,,,,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
f76753db-d647-4d96-811c-a0b4bb978fa7,DX51D,,ZM430,,,,Coils,2.0,2.0,1250.0,1500.0,,,,60000.0,60000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
821b1b89-bf81-4422-9d4c-1b1173bc80e3,S350GD,,ZM430,,,,Coils,2.0,2.0,1250.0,1500.0,,,,60000.0,60000.0,,,,,,,,,S350GD,,,EN 10346:2015,≤0.25,≤1.50,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,420-580 MPa,≥350 MPa,≥16%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,,420.0,580.0,500.0,350.0,350.0,350.0,16.0,16.0,16.0,,,,,,
76dcf531-c624-4573-b2bc-45042fb46823,DX51D,,ZM430,,,,Strips,2.0,2.0,150.0,150.0,,,,60000.0,60000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
9e9fb40a-75b6-4b2d-a356-752a12e88d1a,S350GD,,ZM430,,,,Strips,2.0,2.0,150.0,150.0,,,,60000.0,60000.0,,,,,,,,,S350GD,,,EN 10346:2015,≤0.25,≤1.50,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,420-580 MPa,≥350 MPa,≥16%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,,420.0,580.0,500.0,350.0,350.0,350.0,16.0,16.0,16.0,,,,,,
fc13df3e-75cb-471f-9bd0-52ad2a8bfd9f,S235,,,,,,Sheets,5.0,5.0,1500.0,1500.0,3000.0,3000.0,,40000.0,40000.0,,,,,,,,,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
7f8c14b2-fc22-45ec-a383-2f2ee9b23785,S235,,,,,,Plates,6.0,6.0,1500.0,1500.0,3000.0,3000.0,,70000.0,70000.0,,,,,,,,,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
6938d338-6ad1-4280-b994-aa959f48f78f,S355J2+N,,,,,,Plates,8.0,8.0,3000.0,3000.0,12000.0,12000.0,,36000.0,36000.0,,,,,,,,,S355J2+N,,,EN 10025-2:2019,≤0.20,≤1.60,≤0.55,≤0.030,≤0.030,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,27J at -20°C,,,Standard Specifications,Normalized structural steel,Structural Steel,,,,470.0,630.0,550.0,355.0,355.0,355.0,22.0,22.0,22.0,,,,,,
9195d6ad-120f-4ae2-8e69-462ca56c3fc0,DC04,,,Cold Rolled (+CR),,Lightly Oiled (L),Coils,,,600.0,1520.0,,,,20000.0,25000.0,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
3d150cd4-4e0e-4c9b-8148-cd8fa3426c70,DC01,,,Cold Rolled,,Oiled (O),Coils,2.24,2.3,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
6246d593-0402-4d7c-9dd3-31216942f0e2,HC420LA,,,,,,Coils,2.3,2.3,800.0,,,,,,,,,,,,,,,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
a6a85adf-d749-4d9c-bba6-b63a48e3952d,CR380LA,,,,,,Coils,2.3,2.3,800.0,,,,,,,,,,,,,,,CR380LA,,,Automotive specification,≤0.12,0.70-1.40,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,450-580 MPa,≥380 MPa,≥23%,,,,,,Standard Specifications,Cold rolled high strength low alloy,HSLA Steel,,,,450.0,580.0,515.0,380.0,380.0,380.0,23.0,23.0,23.0,,,,,,
ac98ce23-604a-4928-b606-6d1f440f33af,HC420LA,,,,,,Coils,1.14,1.26,,,,,,50000.0,50000.0,,,,,,,,,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
9c01afc5-0bdd-4af8-97cf-927e8b5d9b7e,DD11,,,,,,Slabs,3.8,4.0,500.0,,,,,20000.0,20000.0,,,,,,,,,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,,270.0,410.0,340.0,380.0,380.0,380.0,28.0,28.0,28.0,,,,,,
1dfdb162-fc1b-4f49-ad20-2986c9901d51,DC06,,,,,,Coils,1.61,1.79,,,,,,,,,,,,,,,,DC06,,,EN 10130:2006,≤0.02,≤0.25,,≤0.020,≤0.020,,,,,,,,,,,,,270-330 MPa,≤180 MPa,≥42%,,,,,,Standard Specifications,Ultra deep drawing,Cold Rolled Steel,,,,270.0,330.0,300.0,180.0,180.0,180.0,42.0,42.0,42.0,,,,,,
e21ba605-eb69-49f9-8f96-0a31030d6ff5,HC500LA,,,Cold Rolled,,,Coils,1.5,1.5,,,,,,,,,,,,,,,,HC500LA,,,Automotive specification,≤0.12,0.80-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥19%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,550.0,700.0,625.0,500.0,500.0,500.0,19.0,19.0,19.0,,,,,,
4a0c7903-ab86-4732-96bd-5569b8f96729,HC550LA,,,Cold Rolled,,,Coils,1.5,1.5,,,,,,,,,,,,,,,,HC550LA,,,Automotive specification,≤0.12,0.80-1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,600-760 MPa,≥550 MPa,≥17%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,600.0,760.0,680.0,550.0,550.0,550.0,17.0,17.0,17.0,,,,,,
